wastage_id,item_id,location_id,date,quantity_wasted,unit,cost_of_waste,reason
WST0049963,ITEM0021,LOC0018,2025-10-30,0.060,liters,36.94,Overproduction
WST0037872,ITEM0021,LOC0022,2025-08-18,0.040,liters,23.97,Overproduction
WST0057807,ITEM0021,LOC0022,2025-12-17,0.090,liters,55.41,Spoilage
WST0024246,ITEM0021,LOC0024,2025-05-29,0.010,liters,5.99,Expired
WST0027719,ITEM0021,LOC0025,2025-06-19,0.010,liters,5.99,Expired
WST0011773,ITEM0022,LOC0015,2025-03-14,0.050,liters,27.41,PrepError
WST0013799,ITEM0022,LOC0019,2025-03-26,0.050,liters,29.11,Expired
WST0007435,ITEM0022,LOC0025,2025-02-15,0.020,liters,10.96,Overproduction
WST0004262,ITEM0023,LOC0001,2025-01-27,1.000,pcs,186.99,Overproduction
WST0005700,ITEM0023,LOC0001,2025-02-05,1.000,pcs,200.14,Spoilage
WST0020644,ITEM0023,LOC0001,2025-05-08,1.000,pcs,200.14,Expired
WST0026919,ITEM0023,LOC0001,2025-06-15,1.000,pcs,200.14,Overproduction
WST0028711,ITEM0023,LOC0001,2025-06-26,1.000,pcs,200.14,Spoilage
WST0032424,ITEM0023,LOC0001,2025-07-19,1.000,pcs,200.14,Spoilage
WST0034070,ITEM0023,LOC0001,2025-07-29,1.000,pcs,200.14,Spoilage
WST0038858,ITEM0023,LOC0001,2025-08-24,3.000,pcs,600.42,Overproduction
WST0041315,ITEM0023,LOC0001,2025-09-07,2.000,pcs,400.28,Spoilage
WST0041459,ITEM0023,LOC0001,2025-09-08,2.000,pcs,400.28,Spoilage
WST0041799,ITEM0023,LOC0001,2025-09-10,1.000,pcs,200.14,Overproduction
WST0044368,ITEM0023,LOC0001,2025-09-26,1.000,pcs,200.14,Overproduction
WST0056895,ITEM0023,LOC0001,2025-12-12,1.000,pcs,200.14,Overproduction
WST0036605,ITEM0023,LOC0002,2025-08-12,3.000,pcs,600.42,Overproduction
WST0048591,ITEM0023,LOC0002,2025-10-22,1.000,pcs,200.14,Expired
WST0049356,ITEM0023,LOC0002,2025-10-27,1.000,pcs,200.14,Overproduction
WST0054576,ITEM0023,LOC0002,2025-11-28,1.000,pcs,200.14,Expired
WST0056558,ITEM0023,LOC0002,2025-12-10,1.000,pcs,200.14,Overproduction
WST0005864,ITEM0023,LOC0003,2025-02-06,1.000,pcs,200.14,Overproduction
WST0008532,ITEM0023,LOC0003,2025-02-23,1.000,pcs,200.14,Spoilage
WST0008677,ITEM0023,LOC0003,2025-02-24,1.000,pcs,200.14,Overproduction
WST0015777,ITEM0023,LOC0003,2025-04-08,1.000,pcs,200.14,Overproduction
WST0024118,ITEM0023,LOC0003,2025-05-29,2.000,pcs,400.28,Overproduction
WST0025793,ITEM0023,LOC0003,2025-06-08,1.000,pcs,200.14,Spoilage
WST0028403,ITEM0023,LOC0003,2025-06-24,1.000,pcs,200.14,Overproduction
WST0029995,ITEM0023,LOC0003,2025-07-04,1.000,pcs,200.14,Expired
WST0031290,ITEM0023,LOC0003,2025-07-12,2.000,pcs,400.28,Spoilage
WST0048130,ITEM0023,LOC0003,2025-10-19,1.000,pcs,200.14,Overproduction
WST0048600,ITEM0023,LOC0003,2025-10-22,1.000,pcs,200.14,Expired
WST0055243,ITEM0023,LOC0003,2025-12-02,2.000,pcs,400.28,Overproduction
WST0057071,ITEM0023,LOC0003,2025-12-13,1.000,pcs,200.14,PrepError
WST0022944,ITEM0023,LOC0004,2025-05-22,1.000,pcs,200.14,Overproduction
WST0023280,ITEM0023,LOC0004,2025-05-24,1.000,pcs,200.14,Overproduction
WST0046037,ITEM0023,LOC0004,2025-10-06,2.000,pcs,400.28,Spoilage
WST0048269,ITEM0023,LOC0004,2025-10-20,2.000,pcs,400.28,Spoilage
WST0048776,ITEM0023,LOC0004,2025-10-23,3.000,pcs,600.42,Overproduction
WST0013178,ITEM0023,LOC0005,2025-03-23,1.000,pcs,200.14,Overproduction
WST0020504,ITEM0023,LOC0005,2025-05-07,2.000,pcs,400.28,Overproduction
WST0031606,ITEM0023,LOC0005,2025-07-14,1.000,pcs,200.14,Expired
WST0034270,ITEM0023,LOC0005,2025-07-30,1.000,pcs,200.14,Overproduction
WST0040005,ITEM0023,LOC0005,2025-08-30,3.000,pcs,600.42,Overproduction
WST0050681,ITEM0023,LOC0005,2025-11-04,1.000,pcs,200.14,Overproduction
WST0051959,ITEM0023,LOC0005,2025-11-12,1.000,pcs,200.14,Overproduction
WST0002660,ITEM0023,LOC0006,2025-01-17,1.000,pcs,186.99,Overproduction
WST0002995,ITEM0023,LOC0006,2025-01-19,1.000,pcs,186.99,PrepError
WST0003477,ITEM0023,LOC0006,2025-01-22,1.000,pcs,186.99,Spoilage
WST0012344,ITEM0023,LOC0006,2025-03-18,1.000,pcs,200.14,Expired
WST0013039,ITEM0023,LOC0006,2025-03-22,1.000,pcs,200.14,Overproduction
WST0015170,ITEM0023,LOC0006,2025-04-04,1.000,pcs,200.14,PrepError
WST0015348,ITEM0023,LOC0006,2025-04-05,1.000,pcs,200.14,Overproduction
WST0025123,ITEM0023,LOC0006,2025-06-04,1.000,pcs,200.14,Overproduction
WST0026952,ITEM0023,LOC0006,2025-06-15,1.000,pcs,200.14,Overproduction
WST0029027,ITEM0023,LOC0006,2025-06-28,1.000,pcs,200.14,Overproduction
WST0033259,ITEM0023,LOC0006,2025-07-24,1.000,pcs,200.14,Overproduction
WST0048283,ITEM0023,LOC0006,2025-10-20,1.000,pcs,200.14,Expired
WST0051183,ITEM0023,LOC0006,2025-11-07,1.000,pcs,200.14,Spoilage
WST0055936,ITEM0023,LOC0006,2025-12-06,1.000,pcs,200.14,PrepError
WST0057859,ITEM0023,LOC0006,2025-12-18,1.000,pcs,200.14,Overproduction
WST0002015,ITEM0023,LOC0007,2025-01-13,1.000,pcs,186.99,Overproduction
WST0003171,ITEM0023,LOC0007,2025-01-20,1.000,pcs,186.99,Overproduction
WST0022131,ITEM0023,LOC0007,2025-05-17,1.000,pcs,200.14,Spoilage
WST0032927,ITEM0023,LOC0007,2025-07-22,1.000,pcs,200.14,Overproduction
WST0037957,ITEM0023,LOC0007,2025-08-19,2.000,pcs,400.28,Overproduction
WST0052628,ITEM0023,LOC0007,2025-11-16,1.000,pcs,200.14,Overproduction
WST0060141,ITEM0023,LOC0007,2025-12-31,1.000,pcs,200.14,Spoilage
WST0001756,ITEM0023,LOC0008,2025-01-11,2.000,pcs,373.98,Spoilage
WST0003009,ITEM0023,LOC0008,2025-01-19,1.000,pcs,186.99,Spoilage
WST0010724,ITEM0023,LOC0008,2025-03-08,1.000,pcs,200.14,Expired
WST0013057,ITEM0023,LOC0008,2025-03-22,1.000,pcs,200.14,Overproduction
WST0023295,ITEM0023,LOC0008,2025-05-24,1.000,pcs,200.14,CustomerReturn
WST0029376,ITEM0023,LOC0008,2025-06-30,2.000,pcs,400.28,Spoilage
WST0030172,ITEM0023,LOC0008,2025-07-05,1.000,pcs,200.14,Spoilage
WST0031321,ITEM0023,LOC0008,2025-07-12,1.000,pcs,200.14,Expired
WST0033617,ITEM0023,LOC0008,2025-07-26,1.000,pcs,200.14,Expired
WST0042146,ITEM0023,LOC0008,2025-09-12,1.000,pcs,200.14,Spoilage
WST0042921,ITEM0023,LOC0008,2025-09-17,2.000,pcs,400.28,Overproduction
WST0049733,ITEM0023,LOC0008,2025-10-29,1.000,pcs,200.14,Spoilage
WST0051348,ITEM0023,LOC0008,2025-11-08,1.000,pcs,200.14,Overproduction
WST0000904,ITEM0023,LOC0009,2025-01-06,2.000,pcs,373.98,Spoilage
WST0001284,ITEM0023,LOC0009,2025-01-08,1.000,pcs,186.99,Expired
WST0002519,ITEM0023,LOC0009,2025-01-16,1.000,pcs,186.99,CustomerReturn
WST0009867,ITEM0023,LOC0009,2025-03-03,1.000,pcs,200.14,Overproduction
WST0011541,ITEM0023,LOC0009,2025-03-13,1.000,pcs,200.14,Overproduction
WST0039496,ITEM0023,LOC0009,2025-08-27,1.000,pcs,200.14,Overproduction
WST0041196,ITEM0023,LOC0009,2025-09-06,1.000,pcs,200.14,Expired
WST0044587,ITEM0023,LOC0009,2025-09-27,2.000,pcs,400.28,Spoilage
WST0047168,ITEM0023,LOC0009,2025-10-13,1.000,pcs,200.14,Expired
WST0050235,ITEM0023,LOC0009,2025-11-01,1.000,pcs,200.14,PrepError
WST0002847,ITEM0023,LOC0010,2025-01-18,1.000,pcs,186.99,Overproduction
WST0005260,ITEM0023,LOC0010,2025-02-02,1.000,pcs,200.14,Spoilage
WST0008891,ITEM0023,LOC0010,2025-02-25,1.000,pcs,200.14,Overproduction
WST0013557,ITEM0023,LOC0010,2025-03-25,1.000,pcs,200.14,Spoilage
WST0025829,ITEM0023,LOC0010,2025-06-08,1.000,pcs,200.14,Overproduction
WST0048651,ITEM0023,LOC0010,2025-10-22,1.000,pcs,200.14,Spoilage
WST0049118,ITEM0023,LOC0010,2025-10-25,1.000,pcs,200.14,Spoilage
WST0051675,ITEM0023,LOC0010,2025-11-10,1.000,pcs,200.14,Overproduction
WST0004988,ITEM0023,LOC0011,2025-01-31,1.000,pcs,186.99,PrepError
WST0008130,ITEM0023,LOC0011,2025-02-20,1.000,pcs,200.14,PrepError
WST0012569,ITEM0023,LOC0011,2025-03-19,1.000,pcs,200.14,Overproduction
WST0019267,ITEM0023,LOC0011,2025-04-29,1.000,pcs,200.14,Overproduction
WST0019587,ITEM0023,LOC0011,2025-05-01,1.000,pcs,200.14,Overproduction
WST0035570,ITEM0023,LOC0011,2025-08-06,2.000,pcs,400.28,Spoilage
WST0048174,ITEM0023,LOC0011,2025-10-19,1.000,pcs,200.14,Overproduction
WST0058049,ITEM0023,LOC0011,2025-12-19,1.000,pcs,200.14,Overproduction
WST0058917,ITEM0023,LOC0011,2025-12-24,1.000,pcs,200.14,Expired
WST0005434,ITEM0023,LOC0012,2025-02-03,1.000,pcs,200.14,CustomerReturn
WST0022473,ITEM0023,LOC0012,2025-05-19,1.000,pcs,200.14,Overproduction
WST0023486,ITEM0023,LOC0012,2025-05-25,1.000,pcs,200.14,Overproduction
WST0033808,ITEM0023,LOC0012,2025-07-27,1.000,pcs,200.14,Spoilage
WST0039871,ITEM0023,LOC0012,2025-08-29,4.000,pcs,800.56,PrepError
WST0044269,ITEM0023,LOC0012,2025-09-25,1.000,pcs,200.14,Overproduction
WST0044783,ITEM0023,LOC0012,2025-09-28,1.000,pcs,200.14,Spoilage
WST0057433,ITEM0023,LOC0012,2025-12-15,1.000,pcs,200.14,Overproduction
WST0000424,ITEM0023,LOC0013,2025-01-03,1.000,pcs,186.99,Spoilage
WST0002361,ITEM0023,LOC0013,2025-01-15,1.000,pcs,186.99,Overproduction
WST0004845,ITEM0023,LOC0013,2025-01-30,1.000,pcs,186.99,Overproduction
WST0006879,ITEM0023,LOC0013,2025-02-12,1.000,pcs,200.14,Expired
WST0014431,ITEM0023,LOC0013,2025-03-30,1.000,pcs,200.14,Overproduction
WST0023152,ITEM0023,LOC0013,2025-05-23,1.000,pcs,200.14,PrepError
WST0040909,ITEM0023,LOC0013,2025-09-04,1.000,pcs,200.14,Overproduction
WST0055979,ITEM0023,LOC0013,2025-12-06,1.000,pcs,200.14,Overproduction
WST0056975,ITEM0023,LOC0013,2025-12-12,1.000,pcs,200.14,Spoilage
WST0001309,ITEM0023,LOC0014,2025-01-08,1.000,pcs,186.99,Overproduction
WST0020221,ITEM0023,LOC0014,2025-05-05,1.000,pcs,200.14,Overproduction
WST0024020,ITEM0023,LOC0014,2025-05-28,1.000,pcs,200.14,Spoilage
WST0024814,ITEM0023,LOC0014,2025-06-02,1.000,pcs,200.14,Spoilage
WST0041547,ITEM0023,LOC0014,2025-09-08,1.000,pcs,200.14,PrepError
WST0056151,ITEM0023,LOC0014,2025-12-07,1.000,pcs,200.14,Overproduction
WST0003380,ITEM0023,LOC0015,2025-01-21,1.000,pcs,186.99,Overproduction
WST0005939,ITEM0023,LOC0015,2025-02-06,1.000,pcs,200.14,Overproduction
WST0008316,ITEM0023,LOC0015,2025-02-21,1.000,pcs,200.14,Overproduction
WST0010422,ITEM0023,LOC0015,2025-03-06,1.000,pcs,200.14,Overproduction
WST0012598,ITEM0023,LOC0015,2025-03-19,1.000,pcs,200.14,PrepError
WST0016350,ITEM0023,LOC0015,2025-04-11,1.000,pcs,200.14,PrepError
WST0020234,ITEM0023,LOC0015,2025-05-05,1.000,pcs,200.14,Overproduction
WST0024507,ITEM0023,LOC0015,2025-05-31,1.000,pcs,200.14,Overproduction
WST0035950,ITEM0023,LOC0015,2025-08-08,1.000,pcs,200.14,Overproduction
WST0051093,ITEM0023,LOC0015,2025-11-06,1.000,pcs,200.14,Spoilage
WST0003891,ITEM0023,LOC0016,2025-01-24,1.000,pcs,186.99,Spoilage
WST0009430,ITEM0023,LOC0016,2025-02-28,2.000,pcs,400.28,Spoilage
WST0012781,ITEM0023,LOC0016,2025-03-20,2.000,pcs,400.28,Overproduction
WST0025193,ITEM0023,LOC0016,2025-06-04,1.000,pcs,200.14,Spoilage
WST0040585,ITEM0023,LOC0016,2025-09-02,2.000,pcs,400.28,CustomerReturn
WST0047564,ITEM0023,LOC0016,2025-10-15,1.000,pcs,200.14,Overproduction
WST0051562,ITEM0023,LOC0016,2025-11-09,1.000,pcs,200.14,Overproduction
WST0056159,ITEM0023,LOC0016,2025-12-07,2.000,pcs,400.28,Expired
WST0056488,ITEM0023,LOC0016,2025-12-09,2.000,pcs,400.28,Spoilage
WST0058585,ITEM0023,LOC0016,2025-12-22,3.000,pcs,600.42,Overproduction
WST0001322,ITEM0023,LOC0017,2025-01-08,1.000,pcs,186.99,Overproduction
WST0006564,ITEM0023,LOC0017,2025-02-10,1.000,pcs,200.14,Overproduction
WST0014455,ITEM0023,LOC0017,2025-03-30,1.000,pcs,200.14,Overproduction
WST0021749,ITEM0023,LOC0017,2025-05-14,1.000,pcs,200.14,Overproduction
WST0026553,ITEM0023,LOC0017,2025-06-12,1.000,pcs,200.14,Overproduction
WST0028008,ITEM0023,LOC0017,2025-06-21,1.000,pcs,200.14,Spoilage
WST0031516,ITEM0023,LOC0017,2025-07-13,1.000,pcs,200.14,Overproduction
WST0032513,ITEM0023,LOC0017,2025-07-19,2.000,pcs,400.28,Overproduction
WST0035961,ITEM0023,LOC0017,2025-08-08,2.000,pcs,400.28,Overproduction
WST0038217,ITEM0023,LOC0017,2025-08-20,2.000,pcs,400.28,Spoilage
WST0038416,ITEM0023,LOC0017,2025-08-21,1.000,pcs,200.14,Overproduction
WST0039908,ITEM0023,LOC0017,2025-08-29,2.000,pcs,400.28,Overproduction
WST0040245,ITEM0023,LOC0017,2025-08-31,1.000,pcs,200.14,Expired
WST0048359,ITEM0023,LOC0017,2025-10-20,1.000,pcs,200.14,Overproduction
WST0058105,ITEM0023,LOC0017,2025-12-19,2.000,pcs,400.28,Overproduction
WST0001930,ITEM0023,LOC0018,2025-01-12,2.000,pcs,373.98,Spoilage
WST0006244,ITEM0023,LOC0018,2025-02-08,2.000,pcs,400.28,Overproduction
WST0018347,ITEM0023,LOC0018,2025-04-23,1.000,pcs,200.14,Spoilage
WST0022885,ITEM0023,LOC0018,2025-05-21,2.000,pcs,400.28,Spoilage
WST0027019,ITEM0023,LOC0018,2025-06-15,2.000,pcs,400.28,Overproduction
WST0034194,ITEM0023,LOC0018,2025-07-29,1.000,pcs,200.14,Overproduction
WST0036338,ITEM0023,LOC0018,2025-08-10,4.000,pcs,800.56,Overproduction
WST0037838,ITEM0023,LOC0018,2025-08-18,3.000,pcs,600.42,Overproduction
WST0040942,ITEM0023,LOC0018,2025-09-04,2.000,pcs,400.28,Spoilage
WST0043965,ITEM0023,LOC0018,2025-09-23,2.000,pcs,400.28,Overproduction
WST0000308,ITEM0023,LOC0019,2025-01-02,1.000,pcs,186.99,Spoilage
WST0002091,ITEM0023,LOC0019,2025-01-13,1.000,pcs,186.99,Overproduction
WST0005959,ITEM0023,LOC0019,2025-02-06,1.000,pcs,200.14,Expired
WST0006929,ITEM0023,LOC0019,2025-02-12,1.000,pcs,200.14,Overproduction
WST0012621,ITEM0023,LOC0019,2025-03-19,1.000,pcs,200.14,Overproduction
WST0016674,ITEM0023,LOC0019,2025-04-13,1.000,pcs,200.14,Spoilage
WST0020598,ITEM0023,LOC0019,2025-05-07,1.000,pcs,200.14,Overproduction
WST0022531,ITEM0023,LOC0019,2025-05-19,1.000,pcs,200.14,Spoilage
WST0029121,ITEM0023,LOC0019,2025-06-28,1.000,pcs,200.14,Overproduction
WST0053533,ITEM0023,LOC0019,2025-11-21,1.000,pcs,200.14,Expired
WST0015573,ITEM0023,LOC0020,2025-04-06,1.000,pcs,200.14,PrepError
WST0021607,ITEM0023,LOC0020,2025-05-13,1.000,pcs,200.14,Expired
WST0026044,ITEM0023,LOC0020,2025-06-09,1.000,pcs,200.14,Overproduction
WST0031068,ITEM0023,LOC0020,2025-07-10,1.000,pcs,200.14,Expired
WST0036552,ITEM0023,LOC0020,2025-08-11,2.000,pcs,400.28,PrepError
WST0039577,ITEM0023,LOC0020,2025-08-27,3.000,pcs,600.42,Spoilage
WST0042847,ITEM0023,LOC0020,2025-09-16,1.000,pcs,200.14,Overproduction
WST0048388,ITEM0023,LOC0020,2025-10-20,1.000,pcs,200.14,Overproduction
WST0057317,ITEM0023,LOC0020,2025-12-14,1.000,pcs,200.14,PrepError
WST0016532,ITEM0023,LOC0021,2025-04-12,1.000,pcs,200.14,Spoilage
WST0020775,ITEM0023,LOC0021,2025-05-08,1.000,pcs,200.14,PrepError
WST0023227,ITEM0023,LOC0021,2025-05-23,1.000,pcs,200.14,Overproduction
WST0026051,ITEM0023,LOC0021,2025-06-09,1.000,pcs,200.14,Spoilage
WST0033385,ITEM0023,LOC0021,2025-07-24,1.000,pcs,200.14,Expired
WST0040285,ITEM0023,LOC0021,2025-08-31,2.000,pcs,400.28,Overproduction
WST0040616,ITEM0023,LOC0021,2025-09-02,1.000,pcs,200.14,Expired
WST0041109,ITEM0023,LOC0021,2025-09-05,1.000,pcs,200.14,Spoilage
WST0045663,ITEM0023,LOC0021,2025-10-03,1.000,pcs,200.14,PrepError
WST0049829,ITEM0023,LOC0021,2025-10-29,1.000,pcs,200.14,Expired
WST0050953,ITEM0023,LOC0021,2025-11-05,1.000,pcs,200.14,PrepError
WST0016394,ITEM0023,LOC0022,2025-04-11,1.000,pcs,200.14,Overproduction
WST0040295,ITEM0023,LOC0022,2025-08-31,1.000,pcs,200.14,Spoilage
WST0045346,ITEM0023,LOC0022,2025-10-01,1.000,pcs,200.14,Overproduction
WST0048725,ITEM0023,LOC0022,2025-10-22,1.000,pcs,200.14,Overproduction
WST0004579,ITEM0023,LOC0023,2025-01-28,2.000,pcs,373.98,Overproduction
WST0006958,ITEM0023,LOC0023,2025-02-12,1.000,pcs,200.14,Expired
WST0014327,ITEM0023,LOC0023,2025-03-29,1.000,pcs,200.14,PrepError
WST0023241,ITEM0023,LOC0023,2025-05-23,1.000,pcs,200.14,Overproduction
WST0052575,ITEM0023,LOC0023,2025-11-15,1.000,pcs,200.14,PrepError
WST0053703,ITEM0023,LOC0023,2025-11-22,1.000,pcs,200.14,Overproduction
WST0055051,ITEM0023,LOC0023,2025-11-30,2.000,pcs,400.28,Overproduction
WST0002945,ITEM0023,LOC0024,2025-01-18,1.000,pcs,186.99,Overproduction
WST0018820,ITEM0023,LOC0024,2025-04-26,1.000,pcs,200.14,Spoilage
WST0018985,ITEM0023,LOC0024,2025-04-27,1.000,pcs,200.14,Overproduction
WST0019674,ITEM0023,LOC0024,2025-05-01,1.000,pcs,200.14,Spoilage
WST0021791,ITEM0023,LOC0024,2025-05-14,1.000,pcs,200.14,Spoilage
WST0028704,ITEM0023,LOC0024,2025-06-25,1.000,pcs,200.14,Overproduction
WST0037004,ITEM0023,LOC0024,2025-08-13,1.000,pcs,200.14,Overproduction
WST0037168,ITEM0023,LOC0024,2025-08-14,2.000,pcs,400.28,Overproduction
WST0049848,ITEM0023,LOC0024,2025-10-29,1.000,pcs,200.14,Expired
WST0056382,ITEM0023,LOC0024,2025-12-08,1.000,pcs,200.14,Spoilage
WST0009992,ITEM0023,LOC0025,2025-03-03,2.000,pcs,400.28,Expired
WST0010149,ITEM0023,LOC0025,2025-03-04,1.000,pcs,200.14,Overproduction
WST0016093,ITEM0023,LOC0025,2025-04-09,1.000,pcs,200.14,Spoilage
WST0018042,ITEM0023,LOC0025,2025-04-21,1.000,pcs,200.14,PrepError
WST0022570,ITEM0023,LOC0025,2025-05-19,1.000,pcs,200.14,Overproduction
WST0029648,ITEM0023,LOC0025,2025-07-01,1.000,pcs,200.14,PrepError
WST0050340,ITEM0023,LOC0025,2025-11-01,1.000,pcs,200.14,Expired
WST0051929,ITEM0023,LOC0025,2025-11-11,1.000,pcs,200.14,Overproduction
WST0053057,ITEM0023,LOC0025,2025-11-18,1.000,pcs,200.14,Overproduction
WST0057854,ITEM0024,LOC0005,2025-12-18,1.000,pcs,285.28,Overproduction
WST0029693,ITEM0024,LOC0007,2025-07-02,1.000,pcs,275.47,Expired
WST0002675,ITEM0024,LOC0008,2025-01-17,1.000,pcs,259.73,Overproduction
WST0035571,ITEM0024,LOC0011,2025-08-06,1.000,pcs,275.47,Expired
WST0011394,ITEM0024,LOC0013,2025-03-12,1.000,pcs,275.47,Overproduction
WST0053000,ITEM0024,LOC0015,2025-11-18,1.000,pcs,285.28,Spoilage
WST0002409,ITEM0024,LOC0019,2025-01-15,1.000,pcs,259.73,PrepError
WST0056681,ITEM0024,LOC0019,2025-12-10,1.000,pcs,285.28,Expired
WST0045160,ITEM0024,LOC0020,2025-09-30,1.000,pcs,285.28,Spoilage
WST0026577,ITEM0024,LOC0021,2025-06-12,1.000,pcs,275.47,Overproduction
WST0045183,ITEM0024,LOC0023,2025-09-30,1.000,pcs,285.28,PrepError
WST0051930,ITEM0024,LOC0025,2025-11-11,1.000,pcs,285.28,Expired
WST0055078,ITEM0025,LOC0002,2025-12-01,1.000,pcs,334.06,Overproduction
WST0041360,ITEM0025,LOC0008,2025-09-07,1.000,pcs,334.06,Overproduction
WST0002048,ITEM0025,LOC0012,2025-01-13,1.000,pcs,320.05,Overproduction
WST0010579,ITEM0025,LOC0013,2025-03-07,1.000,pcs,334.06,Overproduction
WST0013948,ITEM0025,LOC0015,2025-03-27,1.000,pcs,334.06,Expired
WST0039366,ITEM0025,LOC0017,2025-08-26,1.000,pcs,334.06,Overproduction
WST0032514,ITEM0025,LOC0018,2025-07-19,1.000,pcs,334.06,Expired
WST0044821,ITEM0025,LOC0020,2025-09-28,1.000,pcs,334.06,Expired
WST0005553,ITEM0026,LOC0003,2025-02-04,1.000,pcs,239.70,Overproduction
WST0017437,ITEM0026,LOC0004,2025-04-18,1.000,pcs,239.70,Overproduction
WST0014057,ITEM0026,LOC0007,2025-03-28,1.000,pcs,239.70,Expired
WST0028586,ITEM0026,LOC0007,2025-06-25,1.000,pcs,239.70,Overproduction
WST0030180,ITEM0026,LOC0009,2025-07-05,1.000,pcs,239.70,Overproduction
WST0010386,ITEM0026,LOC0010,2025-03-06,1.000,pcs,239.70,PrepError
WST0013784,ITEM0026,LOC0017,2025-03-26,1.000,pcs,239.70,Overproduction
WST0005312,ITEM0026,LOC0018,2025-02-02,1.000,pcs,239.70,Overproduction
WST0007086,ITEM0026,LOC0018,2025-02-13,1.000,pcs,239.70,Expired
WST0021621,ITEM0026,LOC0022,2025-05-13,1.000,pcs,239.70,Overproduction
WST0031245,ITEM0026,LOC0022,2025-07-11,1.000,pcs,239.70,Overproduction
WST0009153,ITEM0026,LOC0024,2025-02-26,1.000,pcs,239.70,Overproduction
WST0005372,ITEM0027,LOC0002,2025-02-03,1.000,pcs,144.90,Spoilage
WST0015003,ITEM0027,LOC0005,2025-04-03,1.000,pcs,144.90,Overproduction
WST0009530,ITEM0027,LOC0007,2025-03-01,1.000,pcs,144.90,Expired
WST0039295,ITEM0027,LOC0007,2025-08-26,1.000,pcs,144.90,Spoilage
WST0021856,ITEM0027,LOC0008,2025-05-15,1.000,pcs,144.90,Spoilage
WST0013545,ITEM0027,LOC0009,2025-03-25,1.000,pcs,144.90,Spoilage
WST0011565,ITEM0027,LOC0013,2025-03-13,1.000,pcs,144.90,Overproduction
WST0000269,ITEM0027,LOC0014,2025-01-02,1.000,pcs,134.87,Expired
WST0001132,ITEM0027,LOC0015,2025-01-07,1.000,pcs,134.87,Overproduction
WST0002075,ITEM0027,LOC0016,2025-01-13,2.000,pcs,269.74,Overproduction
WST0040931,ITEM0027,LOC0016,2025-09-04,1.000,pcs,144.90,Overproduction
WST0030707,ITEM0027,LOC0019,2025-07-08,1.000,pcs,144.90,Overproduction
WST0055031,ITEM0027,LOC0019,2025-11-30,1.000,pcs,144.90,Overproduction
WST0005204,ITEM0027,LOC0025,2025-02-01,1.000,pcs,144.90,Overproduction
WST0024582,ITEM0028,LOC0002,2025-06-01,1.000,pcs,160.88,Overproduction
WST0043697,ITEM0028,LOC0005,2025-09-22,1.000,pcs,160.88,Expired
WST0016297,ITEM0028,LOC0007,2025-04-11,1.000,pcs,160.88,Expired
WST0021354,ITEM0028,LOC0009,2025-05-12,1.000,pcs,160.88,Expired
WST0041049,ITEM0028,LOC0010,2025-09-05,1.000,pcs,160.88,Overproduction
WST0040910,ITEM0028,LOC0013,2025-09-04,1.000,pcs,160.88,Spoilage
WST0005777,ITEM0028,LOC0014,2025-02-05,1.000,pcs,160.88,Overproduction
WST0056527,ITEM0028,LOC0022,2025-12-09,1.000,pcs,160.88,PrepError
WST0028979,ITEM0028,LOC0024,2025-06-27,1.000,pcs,160.88,Expired
WST0049667,ITEM0028,LOC0024,2025-10-28,1.000,pcs,160.88,Overproduction
WST0051935,ITEM0029,LOC0001,2025-11-12,1.000,pcs,312.12,PrepError
WST0023448,ITEM0029,LOC0005,2025-05-25,1.000,pcs,312.12,Spoilage
WST0048142,ITEM0029,LOC0005,2025-10-19,1.000,pcs,312.12,CustomerReturn
WST0014392,ITEM0029,LOC0008,2025-03-30,1.000,pcs,312.12,Expired
WST0028757,ITEM0029,LOC0008,2025-06-26,1.000,pcs,312.12,Spoilage
WST0047196,ITEM0029,LOC0012,2025-10-13,1.000,pcs,312.12,Overproduction
WST0001780,ITEM0029,LOC0013,2025-01-11,1.000,pcs,295.80,PrepError
WST0004189,ITEM0029,LOC0014,2025-01-26,1.000,pcs,295.80,Spoilage
WST0028482,ITEM0029,LOC0015,2025-06-24,1.000,pcs,312.12,PrepError
WST0046916,ITEM0029,LOC0017,2025-10-11,1.000,pcs,312.12,Overproduction
WST0060012,ITEM0029,LOC0017,2025-12-30,1.000,pcs,312.12,CustomerReturn
WST0013134,ITEM0029,LOC0023,2025-03-22,1.000,pcs,312.12,Overproduction
WST0013833,ITEM0029,LOC0024,2025-03-26,1.000,pcs,312.12,Overproduction
WST0039772,ITEM0029,LOC0024,2025-08-28,1.000,pcs,312.12,Overproduction
WST0031907,ITEM0030,LOC0001,2025-07-16,1.000,pcs,110.76,PrepError
WST0043525,ITEM0030,LOC0005,2025-09-21,1.000,pcs,110.76,Overproduction
WST0007005,ITEM0030,LOC0006,2025-02-13,1.000,pcs,110.76,Spoilage
WST0051489,ITEM0030,LOC0006,2025-11-09,1.000,pcs,110.76,Overproduction
WST0015811,ITEM0030,LOC0008,2025-04-08,1.000,pcs,110.76,Spoilage
WST0000125,ITEM0030,LOC0016,2025-01-01,1.000,pcs,103.59,Overproduction
WST0015863,ITEM0030,LOC0016,2025-04-08,1.000,pcs,110.76,Overproduction
WST0023521,ITEM0030,LOC0017,2025-05-25,1.000,pcs,110.76,Overproduction
WST0017368,ITEM0030,LOC0018,2025-04-17,1.000,pcs,110.76,Overproduction
